id,custom_label_0
101213,Fix-Me
102535,Fix-Me
105308,Zombie
104705,Zombie
105362,Villain
101748,Zombie
104880,Zombie
100104,Zombie
102510,Sidekick
103311,Sidekick
102816,Zombie
100056,Villain
105640,Fix-Me
101686,Fix-Me
100789,Sidekick
105273,Zombie
104297,Hero
105367,Zombie
101228,Fix-Me
101123,Fix-Me
102432,Zombie
100773,Fix-Me
101626,Zombie
101455,Fix-Me
101392,Sidekick
104567,Fix-Me
103694,Zombie
103974,Fix-Me
105215,Fix-Me
101640,Zombie
101534,Sidekick
103129,Zombie
103832,Zombie
103128,Sidekick
100295,Zombie
104980,Fix-Me
104719,Fix-Me
101525,Sidekick
100041,Zombie
105067,Sidekick
105063,Zombie
103779,Zombie
105038,Zombie
102426,Zombie
101125,Zombie
100381,Fix-Me
103850,Zombie
103289,Zombie
103782,Zombie
101193,Fix-Me
104638,Hero
100043,Villain
105568,Sidekick
105280,Zombie
103608,Zombie
100395,Sidekick
100286,Zombie
101199,Fix-Me
105345,Fix-Me
101030,Zombie
103268,Zombie
104879,Zombie
101761,Zombie
101003,Fix-Me
103597,Sidekick
105131,Fix-Me
103802,Zombie
104954,Sidekick
102853,Zombie
101036,Zombie
100095,Zombie
103339,Fix-Me
104771,Zombie
102439,Fix-Me
104736,Zombie
103318,Zombie
104351,Fix-Me
101747,Zombie
104965,Fix-Me
100675,Fix-Me
100258,Zombie
100409,Sidekick
104419,Fix-Me
105383,Sidekick
101732,Zombie
100989,Villain
104717,Sidekick
105293,Zombie
102467,Fix-Me
105237,Sidekick
104931,Zombie
104821,Zombie
100188,Zombie
102549,Fix-Me
100364,Zombie
105056,Fix-Me
101857,Hero
102906,Fix-Me
101459,Villain
103280,Zombie
102530,Zombie
101329,Sidekick
103975,Zombie
101740,Zombie
104038,Zombie
101419,Hero
103170,Zombie
101485,Fix-Me
100011,Hero
100074,Zombie
102812,Zombie
104950,Zombie
100672,Villain
105110,Villain
105518,Zombie
104398,Fix-Me
102557,Fix-Me
104934,Zombie
101172,Villain
103938,Fix-Me
103286,Fix-Me
104948,Sidekick
103825,Zombie
101427,Villain
105282,Zombie
103201,Sidekick
101791,Zombie
100428,Zombie
103120,Zombie
102443,Villain
100148,Zombie
100137,Zombie
101929,Villain
105380,Sidekick
102459,Fix-Me
101860,Sidekick
103603,Sidekick
104746,Newborn
105329,Villain
104496,Villain
100387,Fix-Me
102430,Zombie
105376,Sidekick
102837,Zombie
101056,Sidekick
100146,Zombie
104636,Villain
101700,Zombie
101222,Sidekick
101089,Zombie
103164,Fix-Me
105288,Fix-Me
100174,Zombie
103803,Fix-Me
102866,Zombie
105004,Zombie
104808,Zombie
105382,Hero
100281,Newborn
105311,Zombie
104979,Fix-Me
103246,Villain
103688,Zombie
101173,Hero
102811,Fix-Me
103685,Fix-Me
105127,Sidekick
103657,Sidekick
104928,Zombie
100222,Zombie
101934,Zombie
101072,Zombie
101654,Fix-Me
103321,Zombie
103459,Fix-Me
105521,Zombie
100984,Villain
104889,Zombie
105553,Zombie
102996,Fix-Me
101387,Sidekick
101566,Sidekick
100358,Zombie
104688,Hero
102882,Fix-Me
100210,Zombie
104953,Villain
101019,Zombie
100233,Zombie
103443,Zombie
104349,Fix-Me
104637,Villain
105504,Fix-Me
103243,Zombie
102877,Villain
103130,Zombie
103726,Zombie
104404,Hero
103792,Zombie
102831,Sidekick
102536,Zombie
103465,Zombie
101105,Zombie
101131,Zombie
105297,Zombie
104010,Zombie
104572,Villain
104008,Zombie
102574,Fix-Me
103165,Fix-Me
101805,Fix-Me
103973,Villain
105529,Zombie
101869,Zombie
102513,Zombie
104739,Newborn
100232,Zombie
104441,Fix-Me
102555,Fix-Me
100047,Villain
105128,Villain
105394,Hero
104527,Sidekick
104993,Fix-Me
105399,Zombie
103191,Zombie
104933,Zombie
105465,Sidekick
101457,Fix-Me
104089,Sidekick
100109,Sidekick
102500,Villain
105065,Zombie
101451,Fix-Me
104822,Sidekick
101727,Zombie
103145,Zombie
100157,Zombie
101230,Sidekick
100059,Zombie
103729,Zombie
101439,Sidekick
103840,Fix-Me
104988,Fix-Me
104742,Newborn
103841,Zombie
103700,Zombie
101745,Zombie
100703,Zombie
105125,Fix-Me
104147,Villain
103255,Hero
102886,Zombie
104353,Fix-Me
104482,Villain
104483,Zombie
105393,Villain
105139,Zombie
100294,Zombie
105111,Zombie
101081,Zombie
104125,Sidekick
103195,Zombie
101032,Zombie
103936,Fix-Me
101099,Zombie
105055,Sidekick
100066,Sidekick
100734,Zombie
100182,Zombie
103347,Fix-Me
100184,Zombie
103837,Hero
104624,Zombie
100380,Villain
105060,Zombie
104550,Villain
103005,Hero
103856,Zombie
101075,Zombie
103686,Zombie
104348,Fix-Me
101060,Zombie
101890,Sidekick
103829,Fix-Me
101865,Zombie
102502,Fix-Me
100230,Zombie
102865,Sidekick
102912,Villain
105609,Zombie
103783,Fix-Me
104399,Fix-Me
101171,Hero
101023,Zombie
103937,Fix-Me
105545,Zombie
105049,Zombie
102484,Fix-Me
104905,Villain
104140,Villain
103722,Fix-Me
100169,Zombie
101073,Zombie
103323,Zombie
100274,Newborn
103977,Sidekick
103797,Zombie
101071,Zombie
105023,Zombie
100676,Zombie
103795,Zombie
104805,Zombie
105328,Sidekick
101428,Hero
103350,Zombie
100186,Zombie
105257,Fix-Me
102620,Fix-Me
103534,Villain
101361,Villain
105210,Zombie
105140,Zombie
100444,Fix-Me
102845,Hero
104850,Fix-Me
104471,Hero
101118,Villain
103849,Zombie
105420,Fix-Me
100279,Zombie
101082,Zombie
101053,Zombie
101022,Zombie
105419,Sidekick
105219,Hero
102896,Sidekick
102455,Villain
103930,Fix-Me
103776,Zombie
103695,Zombie
103009,Sidekick
104479,Villain
103857,Zombie
100790,Fix-Me
103704,Zombie
104009,Zombie
104844,Villain
103232,Hero
105200,Fix-Me
105306,Zombie
100319,Zombie
103605,Sidekick
102871,Hero
103755,Sidekick
101323,Hero
104684,Villain
103796,Zombie
104908,Zombie
104005,Zombie
104837,Villain
100308,Zombie
103935,Sidekick
105392,Zombie
104096,Zombie
104476,Sidekick
105485,Sidekick
101132,Zombie
105008,Zombie
105029,Zombie
105086,Zombie
103187,Villain
103674,Fix-Me
100778,Fix-Me
101936,Zombie
105618,Hero
100246,Newborn
101015,Zombie
100129,Zombie
101176,Hero
103315,Fix-Me
100113,Zombie
105003,Zombie
101469,Fix-Me
104782,Zombie
101703,Zombie
103267,Zombie
100449,Villain
105037,Zombie
103365,Hero
100072,Zombie
102495,Fix-Me
104909,Fix-Me
105226,Villain
105422,Fix-Me
100071,Zombie
103234,Fix-Me
104946,Fix-Me
104132,Villain
100022,Villain
100337,Zombie
103356,Fix-Me
103766,Sidekick
100399,Villain
104787,Newborn
104899,Zombie
104829,Villain
100784,Fix-Me
100055,Hero
102509,Fix-Me
100299,Zombie
103870,Zombie
100418,Hero
105386,Sidekick
105464,Zombie
105525,Hero
104998,Fix-Me
105284,Zombie
102427,Zombie
103714,Zombie
100305,Zombie
104806,Newborn
103279,Fix-Me
104884,Zombie
100328,Zombie
103118,Zombie
100085,Zombie
102844,Hero
104425,Villain
105301,Zombie
105370,Zombie
102551,Sidekick
105547,Zombie
103983,Fix-Me
103344,Fix-Me
105066,Zombie
102480,Fix-Me
100180,Zombie
102486,Fix-Me
101759,Zombie
102848,Villain
101447,Fix-Me
105356,Hero
100136,Zombie
102457,Fix-Me
104795,Zombie
100848,Hero
102899,Zombie
100421,Sidekick
105130,Zombie
103265,Fix-Me
103460,Zombie
104098,Zombie
105221,Sidekick
100070,Fix-Me
104743,Zombie
101632,Fix-Me
104400,Zombie
101221,Villain
104935,Villain
103326,Fix-Me
104528,Sidekick
101734,Zombie
101109,Zombie
100288,Zombie
101204,Sidekick
103793,Zombie
100259,Zombie
103998,Zombie
105522,Hero
104750,Newborn
105225,Sidekick
100474,Villain
101106,Zombie
101743,Zombie
104857,Zombie
103309,Fix-Me
101207,Fix-Me
100335,Zombie
101868,Zombie
103638,Zombie
105668,Fix-Me
101232,Fix-Me
100735,Zombie
104690,Fix-Me
104015,Zombie
105322,Hero
100185,Zombie
100791,Fix-Me
104562,Zombie
104942,Zombie
103717,Zombie
100369,Zombie
103800,Zombie
104847,Fix-Me
102854,Zombie
101113,Fix-Me
105028,Newborn
105148,Zombie
101864,Zombie
101440,Hero
104145,Hero
104694,Sidekick
105534,Sidekick
101731,Zombie
100264,Zombie
103646,Zombie
100331,Zombie
105256,Fix-Me
101445,Sidekick
102919,Fix-Me
101737,Zombie
105238,Villain
100683,Zombie
100427,Zombie
105629,Fix-Me
105064,Zombie
103124,Sidekick
103698,Zombie
104470,Hero
103844,Sidekick
101350,Sidekick
102622,Zombie
103361,Zombie
101217,Hero
105043,Zombie
105307,Zombie
100822,Villain
104964,Zombie
105285,Zombie
103659,Zombie
100309,Zombie
103386,Zombie
103683,Fix-Me
103240,Zombie
103967,Villain
103607,Zombie
105236,Sidekick
103316,Zombie
105497,Sidekick
103209,Fix-Me
105330,Sidekick
100102,Zombie
102567,Hero
104944,Fix-Me
105632,Zombie
100076,Villain
100396,Sidekick
103354,Fix-Me
101561,Fix-Me
105395,Fix-Me
105350,Villain
101859,Sidekick
100749,Zombie
100859,Fix-Me
103888,Zombie
104001,Newborn
100255,Zombie
102458,Hero
101758,Zombie
103917,Fix-Me
104706,Villain
105042,Sidekick
103784,Zombie
105488,Sidekick
100414,Fix-Me
104532,Hero
102507,Zombie
103629,Fix-Me
105246,Sidekick
105015,Zombie
100159,Zombie
100413,Sidekick
101668,Zombie
105048,Zombie
105034,Zombie
105143,Zombie
103328,Zombie
103293,Villain
103655,Zombie
101458,Sidekick
104976,Zombie
105377,Sidekick
100219,Zombie
104902,Sidekick
103982,Hero
104985,Fix-Me
104754,Newborn
101080,Zombie
104498,Fix-Me
103329,Zombie
100289,Zombie
104126,Zombie
103911,Fix-Me
100189,Zombie
101486,Fix-Me
103173,Villain
101863,Sidekick
103258,Villain
104491,Zombie
103341,Zombie
100769,Fix-Me
103804,Fix-Me
100096,Zombie
100473,Sidekick
100860,Hero
104463,Zombie
103995,Zombie
100761,Sidekick
105216,Hero
105204,Zombie
104553,Sidekick
105374,Hero
100033,Zombie
104854,Sidekick
105326,Villain
100140,Zombie
101707,Fix-Me
105199,Fix-Me
103781,Zombie
104904,Fix-Me
103993,Zombie
104449,Zombie
105026,Zombie
104450,Zombie
104714,Sidekick
104295,Hero
100179,Zombie
105538,Zombie
101188,Fix-Me
103826,Zombie
104016,Zombie
101475,Zombie
102814,Zombie
103902,Zombie
101488,Sidekick
104565,Fix-Me
102540,Zombie
101456,Sidekick
100152,Zombie
100282,Zombie
103728,Zombie
105358,Fix-Me
103342,Fix-Me
101122,Villain
105347,Fix-Me
103858,Zombie
104417,Zombie
100986,Sidekick
104405,Hero
105387,Sidekick
103259,Villain
103724,Zombie
103273,Villain
103978,Sidekick
103213,Zombie
100158,Zombie
102499,Sidekick
105426,Hero
101563,Villain
105415,Fix-Me
103337,Fix-Me
101738,Zombie
101532,Hero
103364,Fix-Me
102465,Sidekick
104955,Fix-Me
103119,Zombie
102505,Fix-Me
104788,Zombie
100302,Zombie
103774,Zombie
102822,Zombie
100060,Zombie
102566,Sidekick
100032,Zombie
103313,Fix-Me
105270,Fix-Me
101663,Zombie
102531,Zombie
104494,Zombie
104563,Fix-Me
103873,Fix-Me
104831,Villain
105569,Sidekick
103247,Sidekick
104892,Zombie
103661,Fix-Me
104642,Sidekick
103582,Zombie
100303,Zombie
101002,Fix-Me
100134,Zombie
101450,Fix-Me
105402,Sidekick
104020,Sidekick
100846,Fix-Me
103972,Villain
104786,Newborn
104849,Sidekick
104741,Zombie
104557,Hero
103987,Newborn
101867,Zombie
100144,Villain
100024,Zombie
100226,Zombie
103596,Fix-Me
103979,Fix-Me
104686,Sidekick
100398,Fix-Me
105633,Zombie
102774,Zombie
101061,Zombie
103806,Zombie
104393,Hero
105400,Zombie
102539,Fix-Me
100036,Zombie
100223,Zombie
103210,Fix-Me
104755,Zombie
101135,Zombie
104415,Fix-Me
102806,Zombie
104794,Newborn
101621,Fix-Me
101097,Zombie
101038,Fix-Me
101638,Zombie
100029,Zombie
101750,Zombie
103300,Fix-Me
103456,Fix-Me
101138,Zombie
101096,Zombie
100326,Zombie
105552,Zombie
100298,Zombie
104798,Zombie
100212,Zombie
104612,Fix-Me
100062,Zombie
101449,Fix-Me
103277,Fix-Me
105475,Sidekick
104018,Zombie
104134,Zombie
103205,Fix-Me
101477,Fix-Me
105030,Zombie
105542,Sidekick
103248,Villain
102890,Fix-Me
105635,Zombie
103764,Sidekick
101058,Hero
100195,Zombie
101664,Zombie
104860,Hero
104906,Villain
102849,Hero
104945,Sidekick
100386,Fix-Me
103845,Zombie
101801,Zombie
103357,Fix-Me
103539,Sidekick
100261,Zombie
105391,Zombie
103266,Zombie
101190,Fix-Me
103126,Zombie
102433,Zombie
105458,Villain
103464,Fix-Me
103595,Hero
101070,Fix-Me
101462,Fix-Me
101506,Hero
101134,Fix-Me
100089,Fix-Me
104731,Fix-Me
103788,Zombie
101536,Hero
104727,Zombie
100191,Zombie
100133,Zombie
100154,Fix-Me
101441,Hero
101756,Zombie
103769,Sidekick
102528,Zombie
103107,Fix-Me
101646,Fix-Me
104710,Zombie
102479,Fix-Me
105354,Zombie
103221,Villain
100338,Zombie
101565,Villain
100163,Zombie
105471,Fix-Me
101872,Zombie
104799,Zombie
100785,Villain
103426,Fix-Me
104447,Zombie
105372,Villain
103984,Sidekick
103946,Fix-Me
105050,Newborn
101537,Hero
104499,Fix-Me
104100,Zombie
103971,Sidekick
105254,Zombie
104495,Zombie
102542,Zombie
103836,Villain
102932,Newborn
101194,Fix-Me
101226,Sidekick
101454,Villain
100843,Fix-Me
101017,Zombie
103843,Zombie
105089,Hero
104704,Zombie
101416,Fix-Me
100801,Villain
103633,Fix-Me
103890,Zombie
103197,Villain
103697,Zombie
100119,Fix-Me
102526,Zombie
101066,Zombie
100685,Newborn
104569,Zombie
104693,Fix-Me
105549,Zombie
104989,Sidekick
105357,Sidekick
103167,Zombie
105260,Sidekick
100241,Zombie
104121,Sidekick
101087,Zombie
100149,Zombie
100077,Fix-Me
102730,Villain
100811,Fix-Me
101133,Zombie
102826,Zombie
100824,Villain
103599,Zombie
100422,Villain
103290,Sidekick
100225,Zombie
105507,Villain
105551,Zombie
101753,Villain
104912,Villain
101225,Fix-Me
103653,Zombie
104729,Zombie
103304,Zombie
103254,Villain
102892,Fix-Me
101005,Zombie
103609,Zombie
100115,Fix-Me
105032,Zombie
105468,Fix-Me
105268,Sidekick
100019,Fix-Me
100164,Zombie
103689,Zombie
100012,Sidekick
104901,Zombie
105248,Zombie
101554,Hero
105523,Fix-Me
103989,Newborn
103327,Fix-Me
102423,Zombie
105339,Sidekick
105224,Fix-Me
104350,Fix-Me
104444,Zombie
105116,Villain
104477,Villain
101645,Zombie
101346,Hero
100117,Villain
105336,Hero
100300,Zombie
102817,Zombie
104751,Newborn
105540,Zombie
105203,Zombie
101935,Sidekick
100291,Zombie
105418,Fix-Me
101034,Zombie
101528,Villain
102813,Zombie
103940,Hero
104086,Villain
105121,Zombie
105299,Zombie
104643,Fix-Me
105366,Zombie
104962,Zombie
105596,Villain
103202,Fix-Me
104448,Zombie
102454,Fix-Me
101508,Hero
102561,Villain
100016,Villain
103628,Hero
104984,Fix-Me
100100,Zombie
104443,Sidekick
100268,Zombie
100743,Zombie
104461,Villain
102533,Villain
100211,Zombie
105115,Sidekick
103613,Zombie
100402,Zombie
100320,Zombie
101095,Zombie
101744,Zombie
100327,Newborn
103305,Zombie
104963,Villain
104890,Zombie
101736,Zombie
103577,Fix-Me
105044,Fix-Me
100356,Zombie
100088,Zombie
102773,Zombie
103894,Zombie
102923,Fix-Me
100038,Villain
101200,Fix-Me
101065,Zombie
100239,Zombie
104128,Zombie
104940,Fix-Me
101137,Zombie
103706,Zombie
101624,Zombie
103295,Sidekick
104790,Zombie
103859,Zombie
104711,Zombie
100393,Zombie
103810,Zombie
104424,Villain
103815,Zombie
105638,Newborn
105242,Zombie
103968,Hero
100196,Zombie
101764,Zombie
103163,Fix-Me
103272,Sidekick
103667,Sidekick
103310,Zombie
101871,Zombie
100048,Sidekick
105417,Fix-Me
101442,Sidekick
100121,Zombie
105314,Fix-Me
104819,Hero
100122,Zombie
104792,Zombie
104791,Newborn
100217,Zombie
104761,Fix-Me
101187,Hero
100097,Zombie
105389,Sidekick
102876,Zombie
104776,Fix-Me
104987,Newborn
101025,Zombie
105630,Zombie
102856,Zombie
100132,Zombie
103778,Sidekick
104570,Zombie
104049,Zombie
100116,Fix-Me
100415,Sidekick
102829,Villain
101011,Zombie
104426,Fix-Me
101129,Fix-Me
103003,Fix-Me
100349,Zombie
101797,Zombie
100750,Zombie
103790,Zombie
101481,Fix-Me
101699,Zombie
104092,Sidekick
104097,Sidekick
100284,Zombie
102496,Villain
100780,Zombie
105054,Zombie
104677,Villain
100150,Zombie
102434,Zombie
103999,Zombie
100053,Fix-Me
101446,Fix-Me
103833,Zombie
101177,Sidekick
